id	guidelineid	drugid	implications	drugrecommendation	classification	phenotypes	activityscore	allelestatus	lookupkey	population	comments	version	dosinginformation	alternatedrugavailable	otherprescribingguidance
7589943	2405438	RxNorm:9071	{"G6PD": "Low-to-no risk of acute hemolytic anemia"}	No reason to avoid based on G6PD status at standard doses	Moderate	{"G6PD": "Variable"}	{}	{}	{"G6PD": "Variable"}	general	Due to X-linked mosaicism, individuals with more than one X chromosome (e.g., females, individuals with Klinefelter syndrome) and heterozygous for one non-deficient (class IV) and one deficient (class I–III) allele may display a normal or a deficient phenotype.	1	f	f	f
7589944	2405438	RxNorm:9071	{"G6PD": "Unknown risk of acute hemolytic anemia"}	To ascertain G6PD status, enzyme activity must be measured. Drug use should be guided per the recommendations based on the activity-based phenotype.	Moderate	{"G6PD": "Indeterminate"}	{}	{}	{"G6PD": "Indeterminate"}	general	\N	1	f	f	f
7589945	2405438	RxNorm:10171	{"G6PD": "Low-to-no risk of acute hemolytic anemia"}	No reason to avoid based on G6PD status	Strong	{"G6PD": "Normal"}	{}	{}	{"G6PD": "Normal"}	general	\N	1	f	f	f
7589946	2405438	RxNorm:10171	{"G6PD": "Low-to-no risk of acute hemolytic anemia"}	No reason to avoid based on G6PD status at standard doses	Optional	{"G6PD": "Deficient"}	{}	{}	{"G6PD": "Deficient"}	general	Closer monitoring may be indicated higher-than-normal dosages, and in the setting of infection or other oxidative stress including concomitant use of multiple medium and low-to-no risk drugs.	1	f	f	f
7589947	2405438	RxNorm:10171	{"G6PD": "High risk of acute exacerbation of chronic hemolysis"}	Use drug cautiously; if used, close monitoring for acute exacerbation of chronic hemolysis is recommended	Optional	{"G6PD": "Deficient with CNSHA"}	{}	{}	{"G6PD": "Deficient with CNSHA"}	general	There are insufficient data in patients with the G6PD Deficient with CNSHA phenotype, but the risk of using any drug should be weighed carefully against the benefits in these rare patients due to the underlying pathophysiology that confers high risk for for acute exacerbation of chronic hemolysis.	1	f	f	f
7589948	2405438	RxNorm:10171	{"G6PD": "Low-to-no risk of acute hemolytic anemia"}	No reason to avoid based on G6PD status at standard doses	Moderate	{"G6PD": "Variable"}	{}	{}	{"G6PD": "Variable"}	general	Due to X-linked mosaicism, individuals with more than one X chromosome (e.g., females, individuals with Klinefelter syndrome) and heterozygous for one non-deficient (class IV) and one deficient (class I–III) allele may display a normal or a deficient phenotype.	1	f	f	f
7589949	2405438	RxNorm:10171	{"G6PD": "Unknown risk of acute hemolytic anemia"}	To ascertain G6PD status, enzyme activity must be measured. Drug use should be guided per the recommendations based on the activity-based phenotype.	Moderate	{"G6PD": "Indeterminate"}	{}	{}	{"G6PD": "Indeterminate"}	general	\N	1	f	f	f
7589950	2405438	RxNorm:10178	{"G6PD": "Low-to-no risk of acute hemolytic anemia"}	No reason to avoid based on G6PD status	Strong	{"G6PD": "Normal"}	{}	{}	{"G6PD": "Normal"}	general	\N	1	f	f	f
7589951	2405438	RxNorm:10178	{"G6PD": "Low-to-no risk of acute hemolytic anemia"}	No reason to avoid based on G6PD status at standard doses	Optional	{"G6PD": "Deficient"}	{}	{}	{"G6PD": "Deficient"}	general	Closer monitoring may be indicated higher-than-normal dosages, and in the setting of infection or other oxidative stress including concomitant use of multiple medium and low-to-no risk drugs.	1	f	f	f
7589952	2405438	RxNorm:10178	{"G6PD": "High risk of acute exacerbation of chronic hemolysis"}	Use drug cautiously; if used, close monitoring for acute exacerbation of chronic hemolysis is recommended	Optional	{"G6PD": "Deficient with CNSHA"}	{}	{}	{"G6PD": "Deficient with CNSHA"}	general	There are insufficient data in patients with the G6PD Deficient with CNSHA phenotype, but the risk of using any drug should be weighed carefully against the benefits in these rare patients due to the underlying pathophysiology that confers high risk for for acute exacerbation of chronic hemolysis.	1	f	f	f
7589953	2405438	RxNorm:10178	{"G6PD": "Low-to-no risk of acute hemolytic anemia"}	No reason to avoid based on G6PD status at standard doses	Moderate	{"G6PD": "Variable"}	{}	{}	{"G6PD": "Variable"}	general	Due to X-linked mosaicism, individuals with more than one X chromosome (e.g., females, individuals with Klinefelter syndrome) and heterozygous for one non-deficient (class IV) and one deficient (class I–III) allele may display a normal or a deficient phenotype.	1	f	f	f
7589954	2405438	RxNorm:10178	{"G6PD": "Unknown risk of acute hemolytic anemia"}	To ascertain G6PD status, enzyme activity must be measured. Drug use should be guided per the recommendations based on the activity-based phenotype.	Moderate	{"G6PD": "Indeterminate"}	{}	{}	{"G6PD": "Indeterminate"}	general	\N	1	f	f	f
7589957	2405438	RxNorm:10831	{"G6PD": "High risk of acute exacerbation of chronic hemolysis"}	Use drug cautiously; if used, close monitoring for acute exacerbation of chronic hemolysis is recommended	Optional	{"G6PD": "Deficient with CNSHA"}	{}	{}	{"G6PD": "Deficient with CNSHA"}	general	There are insufficient data in patients with the G6PD Deficient with CNSHA phenotype, but the risk of using any drug should be weighed carefully against the benefits in these rare patients due to the underlying pathophysiology that confers high risk for for acute exacerbation of chronic hemolysis.	1	f	f	f
7589958	2405438	RxNorm:10831	{"G6PD": "Low-to-no risk of acute hemolytic anemia"}	No reason to avoid based on G6PD status at standard doses	Moderate	{"G6PD": "Variable"}	{}	{}	{"G6PD": "Variable"}	general	Due to X-linked mosaicism, individuals with more than one X chromosome (e.g., females, individuals with Klinefelter syndrome) and heterozygous for one non-deficient (class IV) and one deficient (class I–III) allele may display a normal or a deficient phenotype.	1	f	f	f
7589959	2405438	RxNorm:10831	{"G6PD": "Unknown risk of acute hemolytic anemia"}	To ascertain G6PD status, enzyme activity must be measured. Drug use should be guided per the recommendations based on the activity-based phenotype.	Moderate	{"G6PD": "Indeterminate"}	{}	{}	{"G6PD": "Indeterminate"}	general	\N	1	f	f	f
7589960	2405438	RxNorm:10184	{"G6PD": "Low-to-no risk of acute hemolytic anemia"}	No reason to avoid based on G6PD status	Strong	{"G6PD": "Normal"}	{}	{}	{"G6PD": "Normal"}	general	\N	1	f	f	f
7589961	2405438	RxNorm:10184	{"G6PD": "Low-to-no risk of acute hemolytic anemia"}	No reason to avoid based on G6PD status at standard doses	Optional	{"G6PD": "Deficient"}	{}	{}	{"G6PD": "Deficient"}	general	Closer monitoring may be indicated higher-than-normal dosages, and in the setting of infection or other oxidative stress including concomitant use of multiple medium and low-to-no risk drugs.	1	f	f	f
7589962	2405438	RxNorm:10184	{"G6PD": "High risk of acute exacerbation of chronic hemolysis"}	Use drug cautiously; if used, close monitoring for acute exacerbation of chronic hemolysis is recommended	Optional	{"G6PD": "Deficient with CNSHA"}	{}	{}	{"G6PD": "Deficient with CNSHA"}	general	There are insufficient data in patients with the G6PD Deficient with CNSHA phenotype, but the risk of using any drug should be weighed carefully against the benefits in these rare patients due to the underlying pathophysiology that confers high risk for for acute exacerbation of chronic hemolysis.	1	f	f	f
7589963	2405438	RxNorm:10184	{"G6PD": "Low-to-no risk of acute hemolytic anemia"}	No reason to avoid based on G6PD status at standard doses	Moderate	{"G6PD": "Variable"}	{}	{}	{"G6PD": "Variable"}	general	Due to X-linked mosaicism, individuals with more than one X chromosome (e.g., females, individuals with Klinefelter syndrome) and heterozygous for one non-deficient (class IV) and one deficient (class I–III) allele may display a normal or a deficient phenotype.	1	f	f	f
7589964	2405438	RxNorm:10184	{"G6PD": "Unknown risk of acute hemolytic anemia"}	To ascertain G6PD status, enzyme activity must be measured. Drug use should be guided per the recommendations based on the activity-based phenotype.	Moderate	{"G6PD": "Indeterminate"}	{}	{}	{"G6PD": "Indeterminate"}	general	\N	1	f	f	f
7589965	2405438	RxNorm:9524	{"G6PD": "Low-to-no risk of acute hemolytic anemia"}	No reason to avoid based on G6PD status	Strong	{"G6PD": "Normal"}	{}	{}	{"G6PD": "Normal"}	general	\N	1	f	f	f
7589966	2405438	RxNorm:9524	{"G6PD": "Low-to-no risk of acute hemolytic anemia"}	No reason to avoid based on G6PD status at standard doses	Optional	{"G6PD": "Deficient"}	{}	{}	{"G6PD": "Deficient"}	general	Closer monitoring may be indicated higher-than-normal dosages, and in the setting of infection or other oxidative stress including concomitant use of multiple medium and low-to-no risk drugs.	1	f	f	f
7589967	2405438	RxNorm:9524	{"G6PD": "High risk of acute exacerbation of chronic hemolysis"}	Use drug cautiously; if used, close monitoring for acute exacerbation of chronic hemolysis is recommended	Optional	{"G6PD": "Deficient with CNSHA"}	{}	{}	{"G6PD": "Deficient with CNSHA"}	general	There are insufficient data in patients with the G6PD Deficient with CNSHA phenotype, but the risk of using any drug should be weighed carefully against the benefits in these rare patients due to the underlying pathophysiology that confers high risk for for acute exacerbation of chronic hemolysis.	1	f	f	f
7589968	2405438	RxNorm:9524	{"G6PD": "Low-to-no risk of acute hemolytic anemia"}	No reason to avoid based on G6PD status at standard doses	Moderate	{"G6PD": "Variable"}	{}	{}	{"G6PD": "Variable"}	general	Due to X-linked mosaicism, individuals with more than one X chromosome (e.g., females, individuals with Klinefelter syndrome) and heterozygous for one non-deficient (class IV) and one deficient (class I–III) allele may display a normal or a deficient phenotype.	1	f	f	f
7589969	2405438	RxNorm:9524	{"G6PD": "Unknown risk of acute hemolytic anemia"}	To ascertain G6PD status, enzyme activity must be measured. Drug use should be guided per the recommendations based on the activity-based phenotype.	Moderate	{"G6PD": "Indeterminate"}	{}	{}	{"G6PD": "Indeterminate"}	general	\N	1	f	f	f
7589970	2405438	RxNorm:10207	{"G6PD": "Low-to-no risk of acute hemolytic anemia"}	No reason to avoid based on G6PD status	Strong	{"G6PD": "Normal"}	{}	{}	{"G6PD": "Normal"}	general	\N	1	f	f	f
7589971	2405438	RxNorm:10207	{"G6PD": "Low-to-no risk of acute hemolytic anemia"}	No reason to avoid based on G6PD status at standard doses	Optional	{"G6PD": "Deficient"}	{}	{}	{"G6PD": "Deficient"}	general	Closer monitoring may be indicated higher-than-normal dosages, and in the setting of infection or other oxidative stress including concomitant use of multiple medium and low-to-no risk drugs.	1	f	f	f
7589972	2405438	RxNorm:10207	{"G6PD": "High risk of acute exacerbation of chronic hemolysis"}	Use drug cautiously; if used, close monitoring for acute exacerbation of chronic hemolysis is recommended	Optional	{"G6PD": "Deficient with CNSHA"}	{}	{}	{"G6PD": "Deficient with CNSHA"}	general	There are insufficient data in patients with the G6PD Deficient with CNSHA phenotype, but the risk of using any drug should be weighed carefully against the benefits in these rare patients due to the underlying pathophysiology that confers high risk for for acute exacerbation of chronic hemolysis.	1	f	f	f
7589973	2405438	RxNorm:10207	{"G6PD": "Low-to-no risk of acute hemolytic anemia"}	No reason to avoid based on G6PD status at standard doses	Moderate	{"G6PD": "Variable"}	{}	{}	{"G6PD": "Variable"}	general	Due to X-linked mosaicism, individuals with more than one X chromosome (e.g., females, individuals with Klinefelter syndrome) and heterozygous for one non-deficient (class IV) and one deficient (class I–III) allele may display a normal or a deficient phenotype.	1	f	f	f
7589975	2405438	RxNorm:10635	{"G6PD": "Low-to-no risk of acute hemolytic anemia"}	No reason to avoid based on G6PD status	Strong	{"G6PD": "Normal"}	{}	{}	{"G6PD": "Normal"}	general	\N	1	f	f	f
7589976	2405438	RxNorm:10635	{"G6PD": "Low-to-no risk of acute hemolytic anemia"}	No reason to avoid based on G6PD status at standard doses	Optional	{"G6PD": "Deficient"}	{}	{}	{"G6PD": "Deficient"}	general	Closer monitoring may be indicated higher-than-normal dosages, and in the setting of infection or other oxidative stress including concomitant use of multiple medium and low-to-no risk drugs.	1	f	f	f
7589977	2405438	RxNorm:10635	{"G6PD": "High risk of acute exacerbation of chronic hemolysis"}	Use drug cautiously; if used, close monitoring for acute exacerbation of chronic hemolysis is recommended	Optional	{"G6PD": "Deficient with CNSHA"}	{}	{}	{"G6PD": "Deficient with CNSHA"}	general	There are insufficient data in patients with the G6PD Deficient with CNSHA phenotype, but the risk of using any drug should be weighed carefully against the benefits in these rare patients due to the underlying pathophysiology that confers high risk for for acute exacerbation of chronic hemolysis.	1	f	f	f
7589978	2405438	RxNorm:10635	{"G6PD": "Low-to-no risk of acute hemolytic anemia"}	No reason to avoid based on G6PD status at standard doses	Moderate	{"G6PD": "Variable"}	{}	{}	{"G6PD": "Variable"}	general	Due to X-linked mosaicism, individuals with more than one X chromosome (e.g., females, individuals with Klinefelter syndrome) and heterozygous for one non-deficient (class IV) and one deficient (class I–III) allele may display a normal or a deficient phenotype.	1	f	f	f
7589979	2405438	RxNorm:10635	{"G6PD": "Unknown risk of acute hemolytic anemia"}	To ascertain G6PD status, enzyme activity must be measured. Drug use should be guided per the recommendations based on the activity-based phenotype.	Moderate	{"G6PD": "Indeterminate"}	{}	{}	{"G6PD": "Indeterminate"}	general	\N	1	f	f	f
7589980	100412	RxNorm:8183	{"HLA-B": "n/a", "CYP2C9": "Normal phenytoin metabolism"}	No adjustments needed from typical dosing strategies. Subsequent doses should be adjusted according to therapeutic drug monitoring, response, and side effects. An HLA-B*15:02 negative test does not eliminate the risk of phenytoin-induced SJS/TEN and patients should be carefully monitored according to a usual standard.	Strong	{"CYP2C9": "Normal Metabolizer"}	{"CYP2C9": "2.0"}	{"HLA-B": "HLA-B*15:02 negative"}	{"HLA-B": "*15:02 negative", "CYP2C9": "2.0"}	PHT naive	n/a	1	f	f	f
7589981	100412	RxNorm:8183	{"HLA-B": "n/a", "CYP2C9": "Slightly reduced phenytoin metabolism; however, this does not appear to translate into increased side effects."}	No adjustments needed from typical dosing strategies. Subsequent doses should be adjusted according to therapeutic drug monitoring, response and side effects. An HLA-B*15:02 negative test does not eliminate the risk of phenytoin-induced SJS/TEN and patients should be carefully monitored according to a usual standard.	Moderate	{"CYP2C9": "Intermediate Metabolizer"}	{"CYP2C9": "1.5"}	{"HLA-B": "HLA-B*15:02 negative"}	{"HLA-B": "*15:02 negative", "CYP2C9": "1.5"}	PHT naive	n/a	1	f	f	f
7589982	100412	RxNorm:8183	{"HLA-B": "n/a", "CYP2C9": "Reduced phenytoin metabolism; Higher plasma concentrations will increase probability of toxicities."}	For first dose, use typical initial or loading dose. For subsequent doses, use approximately 25% less than typical maintenance dose. Subsequent doses should be adjusted according to therapeutic drug monitoring, response and side effects. An HLA-B*15:02 negative test does not eliminate the risk of phenytoin-induced SJS/TEN, and patients should be carefully monitored according to a usual standard.	Moderate	{"CYP2C9": "Intermediate Metabolizer"}	{"CYP2C9": "1.0"}	{"HLA-B": "HLA-B*15:02 negative"}	{"HLA-B": "*15:02 negative", "CYP2C9": "1.0"}	PHT naive	n/a	1	f	f	f
7589983	100412	RxNorm:8183	{"HLA-B": "n/a", "CYP2C9": "Reduced phenytoin metabolism; Higher plasma concentrations will increase probability of toxicities."}	For first dose, use typical initial or loading dose. For subsequent doses use approximately 50% less than typical maintenance dose. Subsequent doses should be adjusted according to therapeutic drug monitoring, response, and side effects. An HLA-B*15:02 negative test does not eliminate the risk of phenytoin-induced SJS/TEN, and patients should be carefully monitored according to a usual standard.	Strong	{"CYP2C9": "Poor Metabolizer"}	{"CYP2C9": "0.5"}	{"HLA-B": "HLA-B*15:02 negative"}	{"HLA-B": "*15:02 negative", "CYP2C9": "0.5"}	PHT naive	n/a	1	f	f	f
7589984	100412	RxNorm:8183	{"HLA-B": "n/a", "CYP2C9": "Reduced phenytoin metabolism; Higher plasma concentrations will increase probability of toxicities."}	For first dose, use typical initial or loading dose. For subsequent doses use approximately 50% less than typical maintenance dose. Subsequent doses should be adjusted according to therapeutic drug monitoring, response, and side effects. An HLA-B*15:02 negative test does not eliminate the risk of phenytoin-induced SJS/TEN, and patients should be carefully monitored according to a usual standard.	Strong	{"CYP2C9": "Poor Metabolizer"}	{"CYP2C9": "0.0"}	{"HLA-B": "HLA-B*15:02 negative"}	{"HLA-B": "*15:02 negative", "CYP2C9": "0.0"}	PHT naive	n/a	1	f	f	f
7589985	100412	RxNorm:8183	{"HLA-B": "n/a", "CYP2C9": "n/a"}	No recommendation	n/a	{"CYP2C9": "Indeterminate"}	{"CYP2C9": "n/a"}	{"HLA-B": "HLA-B*15:02 negative"}	{"HLA-B": "*15:02 negative", "CYP2C9": "n/a"}	PHT naive	n/a	1	f	f	f
7589986	100412	RxNorm:8183	{"HLA-B": "Increased risk of phenytoin-induced SJS/TEN", "CYP2C9": "Normal phenytoin metabolism"}	If patient is phenytoin-naive, do not use phenytoin/fosphenytoin. Avoid carbamazepine and oxcarbazepine.	Strong	{"CYP2C9": "Normal Metabolizer"}	{"CYP2C9": "2.0"}	{"HLA-B": "HLA-B*15:02 positive"}	{"HLA-B": "*15:02 positive", "CYP2C9": "2.0"}	PHT naive	Other aromatic anticonvulsants, including eslicarbazepine, lamotrigine, and phenobarbital, have weaker evidence linking SJS/TEN with the HLA-B*15:02 allele; however, caution should still be used in choosing an alternative agent.	1	f	f	f
7589987	100412	RxNorm:8183	{"HLA-B": "Increased risk of phenytoin-induced SJS/TEN", "CYP2C9": "Slightly reduced phenytoin metabolism; however, this does not appear to translate into increased side effects."}	If patient is phenytoin-naive, do not use phenytoin/fosphenytoin. Avoid carbamazepine and oxcarbazepine.	Strong	{"CYP2C9": "Intermediate Metabolizer"}	{"CYP2C9": "1.5"}	{"HLA-B": "HLA-B*15:02 positive"}	{"HLA-B": "*15:02 positive", "CYP2C9": "1.5"}	PHT naive	Other aromatic anticonvulsants, including eslicarbazepine, lamotrigine, and phenobarbital, have weaker evidence linking SJS/TEN with the HLA-B*15:02 allele; however, caution should still be used in choosing an alternative agent.	1	f	f	f
7589988	100412	RxNorm:8183	{"HLA-B": "Increased risk of phenytoin-induced SJS/TEN", "CYP2C9": "Reduced phenytoin metabolism; Higher plasma concentrations will increase probability of toxicities."}	If patient is phenytoin-naive, do not use phenytoin/fosphenytoin. Avoid carbamazepine and oxcarbazepine.	Strong	{"CYP2C9": "Intermediate Metabolizer"}	{"CYP2C9": "1.0"}	{"HLA-B": "HLA-B*15:02 positive"}	{"HLA-B": "*15:02 positive", "CYP2C9": "1.0"}	PHT naive	Other aromatic anticonvulsants, including eslicarbazepine, lamotrigine, and phenobarbital, have weaker evidence linking SJS/TEN with the HLA-B*15:02 allele; however, caution should still be used in choosing an alternative agent.	1	f	f	f
7589989	100412	RxNorm:8183	{"HLA-B": "Increased risk of phenytoin-induced SJS/TEN", "CYP2C9": "Reduced phenytoin metabolism; Higher plasma concentrations will increase probability of toxicities."}	If patient is phenytoin-naive, do not use phenytoin/fosphenytoin. Avoid carbamazepine and oxcarbazepine.	Strong	{"CYP2C9": "Poor Metabolizer"}	{"CYP2C9": "0.5"}	{"HLA-B": "HLA-B*15:02 positive"}	{"HLA-B": "*15:02 positive", "CYP2C9": "0.5"}	PHT naive	Other aromatic anticonvulsants, including eslicarbazepine, lamotrigine, and phenobarbital, have weaker evidence linking SJS/TEN with the HLA-B*15:02 allele; however, caution should still be used in choosing an alternative agent.	1	f	f	f
7589990	100412	RxNorm:8183	{"HLA-B": "Increased risk of phenytoin-induced SJS/TEN", "CYP2C9": "Reduced phenytoin metabolism; Higher plasma concentrations will increase probability of toxicities."}	If patient is phenytoin-naive, do not use phenytoin/fosphenytoin. Avoid carbamazepine and oxcarbazepine.	Strong	{"CYP2C9": "Poor Metabolizer"}	{"CYP2C9": "0.0"}	{"HLA-B": "HLA-B*15:02 positive"}	{"HLA-B": "*15:02 positive", "CYP2C9": "0.0"}	PHT naive	Other aromatic anticonvulsants, including eslicarbazepine, lamotrigine, and phenobarbital, have weaker evidence linking SJS/TEN with the HLA-B*15:02 allele; however, caution should still be used in choosing an alternative agent.	1	f	f	f
7589991	100412	RxNorm:8183	{"HLA-B": "Increased risk of phenytoin-induced SJS/TEN", "CYP2C9": "n/a"}	If patient is phenytoin-naive, do not use phenytoin/fosphenytoin. Avoid carbamazepine and oxcarbazepine.	Strong	{"CYP2C9": "Indeterminate"}	{"CYP2C9": "n/a"}	{"HLA-B": "HLA-B*15:02 positive"}	{"HLA-B": "*15:02 positive", "CYP2C9": "n/a"}	PHT naive	Other aromatic anticonvulsants, including eslicarbazepine, lamotrigine, and phenobarbital, have weaker evidence linking SJS/TEN with the HLA-B*15:02 allele; however, caution should still be used in choosing an alternative agent.	1	f	f	f
7589992	100412	RxNorm:8183	{"HLA-B": "n/a", "CYP2C9": "Normal phenytoin metabolism"}	No adjustments needed from typical dosing strategies. Subsequent doses should be adjusted according to therapeutic drug monitoring, response, and side effects. An HLA-B*15:02 negative test does not eliminate the risk of phenytoin-induced SJS/TEN and patients should be carefully monitored according to a usual standard.	Strong	{"CYP2C9": "Normal Metabolizer"}	{"CYP2C9": "2.0"}	{"HLA-B": "No HLA-B Result"}	{"HLA-B": "No Result", "CYP2C9": "2.0"}	PHT naive	n/a	1	f	f	f
7589993	100412	RxNorm:8183	{"HLA-B": "n/a", "CYP2C9": "Slightly reduced phenytoin metabolism; however, this does not appear to translate into increased side effects."}	No adjustments needed from typical dosing strategies. Subsequent doses should be adjusted according to therapeutic drug monitoring, response and side effects. An HLA-B*15:02 negative test does not eliminate the risk of phenytoin-induced SJS/TEN and patients should be carefully monitored according to a usual standard.	Moderate	{"CYP2C9": "Intermediate Metabolizer"}	{"CYP2C9": "1.5"}	{"HLA-B": "No HLA-B Result"}	{"HLA-B": "No Result", "CYP2C9": "1.5"}	PHT naive	n/a	1	f	f	f
7589994	100412	RxNorm:8183	{"HLA-B": "n/a", "CYP2C9": "Reduced phenytoin metabolism; Higher plasma concentrations will increase probability of toxicities."}	For first dose, use typical initial or loading dose. For subsequent doses, use approximately 25% less than typical maintenance dose. Subsequent doses should be adjusted according to therapeutic drug monitoring, response and side effects. An HLA-B*15:02 negative test does not eliminate the risk of phenytoin-induced SJS/TEN, and patients should be carefully monitored according to a usual standard.	Moderate	{"CYP2C9": "Intermediate Metabolizer"}	{"CYP2C9": "1.0"}	{"HLA-B": "No HLA-B Result"}	{"HLA-B": "No Result", "CYP2C9": "1.0"}	PHT naive	n/a	1	f	f	f
7589995	100412	RxNorm:8183	{"HLA-B": "n/a", "CYP2C9": "Reduced phenytoin metabolism; Higher plasma concentrations will increase probability of toxicities."}	For first dose, use typical initial or loading dose. For subsequent doses use approximately 50% less than typical maintenance dose. Subsequent doses should be adjusted according to therapeutic drug monitoring, response, and side effects. An HLA-B*15:02 negative test does not eliminate the risk of phenytoin-induced SJS/TEN, and patients should be carefully monitored according to a usual standard.	Strong	{"CYP2C9": "Poor Metabolizer"}	{"CYP2C9": "0.5"}	{"HLA-B": "No HLA-B Result"}	{"HLA-B": "No Result", "CYP2C9": "0.5"}	PHT naive	n/a	1	f	f	f
7589996	100412	RxNorm:8183	{"HLA-B": "n/a", "CYP2C9": "Reduced phenytoin metabolism; Higher plasma concentrations will increase probability of toxicities."}	For first dose, use typical initial or loading dose. For subsequent doses use approximately 50% less than typical maintenance dose. Subsequent doses should be adjusted according to therapeutic drug monitoring, response, and side effects. An HLA-B*15:02 negative test does not eliminate the risk of phenytoin-induced SJS/TEN, and patients should be carefully monitored according to a usual standard.	Strong	{"CYP2C9": "Poor Metabolizer"}	{"CYP2C9": "0.0"}	{"HLA-B": "No HLA-B Result"}	{"HLA-B": "No Result", "CYP2C9": "0.0"}	PHT naive	n/a	1	f	f	f
7589997	100412	RxNorm:8183	{"HLA-B": "n/a", "CYP2C9": "n/a"}	No recommendation	n/a	{"CYP2C9": "Indeterminate"}	{"CYP2C9": "n/a"}	{"HLA-B": "No HLA-B Result"}	{"HLA-B": "No Result", "CYP2C9": "n/a"}	PHT naive	n/a	1	f	f	f
7589998	100412	RxNorm:8183	{"HLA-B": "n/a", "CYP2C9": "n/a"}	No adjustments needed from typical dosing strategies. Subsequent doses should be adjusted according to therapeutic drug monitoring, response, and side effects. An HLA-B*15:02 negative test does not eliminate the risk of phenytoin-induced SJS/TEN and patients should be carefully monitored according to a usual standard.	Strong	{"CYP2C9": "No Result"}	{"CYP2C9": "No Result"}	{"HLA-B": "HLA-B*15:02 negative"}	{"HLA-B": "*15:02 negative", "CYP2C9": "No Result"}	PHT naive	n/a	1	f	f	f
7589999	100412	RxNorm:8183	{"HLA-B": "Increased risk of phenytoin-induced SJS/TEN", "CYP2C9": "n/a"}	If patient is phenytoin-naive, do not use phenytoin/fosphenytoin. Avoid carbamazepine and oxcarbazepine.	Strong	{"CYP2C9": "No Result"}	{"CYP2C9": "No Result"}	{"HLA-B": "HLA-B*15:02 positive"}	{"HLA-B": "*15:02 positive", "CYP2C9": "No Result"}	PHT naive	Other aromatic anticonvulsants, including eslicarbazepine, lamotrigine, and phenobarbital, have weaker evidence linking SJS/TEN with the HLA-B*15:02 allele; however, caution should still be used in choosing an alternative agent.	1	f	f	f
7590000	100412	RxNorm:8183	{"HLA-B": "n/a", "CYP2C9": "Normal phenytoin metabolism"}	No adjustments needed from typical dosing strategies. Subsequent doses should be adjusted according to therapeutic drug monitoring, response, and side effects. An HLA-B*15:02 negative test does not eliminate the risk of phenytoin-induced SJS/TEN and patients should be carefully monitored according to a usual standard.	Strong	{"CYP2C9": "Normal Metabolizer"}	{"CYP2C9": "2.0"}	{"HLA-B": "HLA-B*15:02 negative"}	{"HLA-B": "*15:02 negative", "CYP2C9": "2.0"}	PHT use >3mos	n/a	1	f	f	f
7590251	100416	RxNorm:10689	{"CYP2D6": "Expected O-desmethyltramadol (active metabolite) formation"}	Use tramadol label recommended age- or weight-specific dosing.	Strong	{"CYP2D6": "Normal Metabolizer"}	{"CYP2D6": "1.25"}	{}	{"CYP2D6": "1.25"}	general	n/a	1	f	f	f
7590001	100412	RxNorm:8183	{"HLA-B": "n/a", "CYP2C9": "Slightly reduced phenytoin metabolism; however, this does not appear to translate into increased side effects."}	No adjustments needed from typical dosing strategies. Subsequent doses should be adjusted according to therapeutic drug monitoring, response and side effects. An HLA-B*15:02 negative test does not eliminate the risk of phenytoin-induced SJS/TEN and patients should be carefully monitored according to a usual standard.	Moderate	{"CYP2C9": "Intermediate Metabolizer"}	{"CYP2C9": "1.5"}	{"HLA-B": "HLA-B*15:02 negative"}	{"HLA-B": "*15:02 negative", "CYP2C9": "1.5"}	PHT use >3mos	n/a	1	f	f	f
7590002	100412	RxNorm:8183	{"HLA-B": "n/a", "CYP2C9": "Reduced phenytoin metabolism; Higher plasma concentrations will increase probability of toxicities."}	For first dose, use typical initial or loading dose. For subsequent doses, use approximately 25% less than typical maintenance dose. Subsequent doses should be adjusted according to therapeutic drug monitoring, response and side effects. An HLA-B*15:02 negative test does not eliminate the risk of phenytoin-induced SJS/TEN, and patients should be carefully monitored according to a usual standard.	Moderate	{"CYP2C9": "Intermediate Metabolizer"}	{"CYP2C9": "1.0"}	{"HLA-B": "HLA-B*15:02 negative"}	{"HLA-B": "*15:02 negative", "CYP2C9": "1.0"}	PHT use >3mos	n/a	1	f	f	f
7590003	100412	RxNorm:8183	{"HLA-B": "n/a", "CYP2C9": "Reduced phenytoin metabolism; Higher plasma concentrations will increase probability of toxicities."}	For first dose, use typical initial or loading dose. For subsequent doses use approximately 50% less than typical maintenance dose. Subsequent doses should be adjusted according to therapeutic drug monitoring, response, and side effects. An HLA-B*15:02 negative test does not eliminate the risk of phenytoin-induced SJS/TEN, and patients should be carefully monitored according to a usual standard.	Strong	{"CYP2C9": "Poor Metabolizer"}	{"CYP2C9": "0.5"}	{"HLA-B": "HLA-B*15:02 negative"}	{"HLA-B": "*15:02 negative", "CYP2C9": "0.5"}	PHT use >3mos	n/a	1	f	f	f
